61940,1271,17546,8369,10301,54953
61907,1286,17225,5782,5600,56171
61939,127,17119,4606,412,57468
61504,65094,16326,4884,61890,58128
60454,64453,15712,5584,58978,58498
59910,64339,15409,6372,58345,58712
59991,64275,15012,5871,59912,58666
60140,64175,15499,4765,62019,58770
60905,64817,15731,4661,63460,59235
61543,65331,15665,4790,63732,60204
62018,13,16231,4939,63323,61815
62265,65478,17072,4863,62648,63080
61778,65449,17605,3896,61359,63636
61976,64851,17635,2728,59935,63837
61622,65512,17419,1996,59336,64681
60767,744,17246,1218,59576,326
59966,565,16620,695,60505,1203
60470,65368,16174,1017,62047,1431
60884,64558,16035,1778,63278,1234
61199,64193,16267,2221,63427,669
61454,64257,16624,2069,62448,65466
61045,64356,16529,1654,61180,119
60895,64364,16237,978,60202,593
60439,63967,15761,898,59916,577
60246,64120,15186,967,60656,577
60498,63970,15788,782,61917,631
60910,64163,16183,65497,63004,781
61683,64751,16844,64394,63328,1730
61806,64690,17476,63168,62065,2860
61165,64832,17040,61907,59969,3396
60845,64842,16445,61059,58039,3333
60512,64864,15472,61254,57238,2971
60015,64743,14927,61974,57413,2721
60039,64661,14595,63313,58874,2625
60269,64783,14712,64636,61101,2932
60623,64817,15610,65298,62343,4067
60794,64600,16159,19,62688,5416
60895,64811,15728,64921,63450,6950
60503,64492,17001,64394,63680,8536
59868,63990,16762,64664,63596,8892
59476,63981,16279,64369,62873,8074
59092,63497,16502,63405,62715,7341
59535,63285,16225,62995,62663,6466
59387,63503,15476,62467,63293,5667
59404,64002,14973,63164,64756,6089
59314,64123,14958,62950,664,6811
59145,64190,14844,63874,2611,7848
58913,64229,14828,64251,4928,8752
58353,64383,14900,64525,6545,9270
58274,64613,14460,63962,7771,9252
58193,64799,15000,64030,8464,8779
57867,64760,14457,64417,8549,8082
57694,64779,14563,64201,8671,6708
57443,64377,14287,63787,9148,5034
57998,64384,15167,62772,8860,3299
58131,64419,15182,61541,7792,1608
58686,65430,16395,60072,5318,589
58279,735,16016,60020,2206,1470
58226,1030,15642,59102,127,3182
57310,896,15264,57898,64613,4222
56581,297,14927,56750,63849,4988
56404,64496,15036,56265,62819,4363
56396,63152,14625,55437,62285,1874
56277,62738,14153,55163,63074,64042
56731,63296,13384,55227,236,61325
57334,64513,13303,55730,4184,60147
58040,65405,14039,56678,8202,60627
58705,562,15065,57814,10967,62602
59319,765,15783,58257,11991,65368
59437,126,16034,58143,11670,2681
58732,64332,15772,57521,10901,4319
58367,63825,15110,57052,10501,4518
58285,64228,14340,57532,11039,4043
58364,64197,14033,58339,13092,4197
58648,63788,14597,59207,15863,4393
57605,63619,15040,59278,17468,3501
56952,63187,15675,58614,18182,2170
57388,63509,15947,57431,18628,86
58452,64529,15636,57421,18035,63759
58941,364,15079,58676,16664,64062
59711,675,14250,60298,16004,686
59791,517,13892,61577,17066,3758
59183,65287,14225,61691,18611,5750
58797,64038,14894,61885,18412,5570
58516,63024,15464,62100,15879,3482
58982,62892,16491,61907,12666,959
58729,63421,16588,60896,9398,64795
58972,63995,16527,59532,7001,64508
60173,64753,16912,57961,5694,65111
60565,64697,16184,56062,4112,978
61158,64263,16710,54309,1349,2366
61474,63430,16484,53654,62789,3143
60640,63325,15995,53759,58871,3960
60359,63466,16205,54658,56186,4845
60337,63523,16166,55565,54702,5177
60052,64502,16136,55447,53465,5189
59703,64764,16063,55466,52989,5649
59503,64340,15764,55471,53779,6361
60352,63781,15847,55627,55133,6879
61699,63130,16801,55726,55340,7240
61919,63810,17537,54645,53127,7464
62174,64537,17991,53437,49121,7663
61642,64430,17211,52370,44839,8018
61205,64572,16069,51819,42558,8035
59876,64969,14944,51936,42569,7311
58917,65039,14281,52629,43847,6819
59031,64003,13515,53761,46138,6020
60253,63317,13546,55505,49133,4742
61093,63297,13997,57590,51042,3363
61267,63903,14612,58812,51057,2963
61478,64311,15592,59400,50209,3268
61751,64324,15453,58839,48741,3058
61150,64341,14567,58451,46783,2264
60115,64413,13614,59814,45327,1911
60002,64357,12908,62743,45100,2352
60292,63864,12749,318,45984,2822
60657,63254,12829,2813,47659,3199
60788,63994,13682,4460,49901,3649
60743,64235,14359,4901,51681,3796
60928,63552,14442,4128,52739,3187
61153,62754,14595,4046,53078,1789
60785,62200,13557,4478,53202,477
61138,61497,12409,4551,55075,65274
61454,62254,13960,2564,57892,64908
61828,62079,15466,1814,59969,64758
61934,63612,15890,64,59661,64829
60651,64614,16043,63028,57631,65193
60141,64068,16552,62432,55047,65523
60053,63565,15271,62710,53510,65094
59696,63644,13577,62740,54134,64225
59651,63201,13529,63722,56898,63361
59604,62707,14044,129,59517,62602
59064,63051,14643,1141,61246,61655
58850,63183,15771,1816,61822,60717
58187,63197,15459,1846,62053,60045
58147,63224,15023,2070,63233,59311
58292,63005,14449,2452,64837,57926
58225,62814,14115,3648,579,56797
58545,63145,13966,4829,1655,55611
58994,63090,14324,5920,1779,53839
58837,63516,14690,6397,1446,52759
59039,63651,15290,6395,958,52442
58793,63169,15679,8014,537,52505
58952,63088,14874,10158,1677,52588
59034,63334,14972,13001,3825,53187
59415,63713,15267,17215,6188,53801
59190,63800,14937,20832,8629,54359
59299,63990,14820,20790,11421,54693
60178,63005,16333,18495,13115,53612
60393,62919,16954,14095,12648,50933
60633,62421,18573,9860,9810,47946
60500,62910,18999,7735,6074,45839
60734,63699,18499,6535,2374,45260
61562,64423,16967,6554,1054,46680
63009,64605,16821,3929,2706,49734
63165,64554,16694,1973,6276,53571
63452,64060,15790,64409,9416,56673
63292,62820,16338,62022,11419,58504
62633,61426,16472,61097,10898,58119
62331,61054,16807,61337,8104,55968
61966,61532,16690,61176,5149,53808
62439,61460,16659,61048,3458,52303
62523,61619,16006,60649,3189,51343
62593,61466,15781,60505,4004,51213
62466,62050,16123,60480,4385,51551
62390,62198,15408,59793,4372,52366
62925,63180,15055,58312,5270,54267
64162,61988,14818,57148,7107,57065
64390,60657,15224,58272,8117,58204
63423,60359,15075,60425,7460,58950
63124,60602,15775,62149,6338,60313
63242,59114,15966,64846,5193,61156
62481,57385,16172,947,2500,59680
62443,57480,16345,1857,721,56461
61979,57959,16336,1220,778,53721
62560,59926,16333,65260,1798,53012
63249,60125,16461,63704,2810,54245
64010,60554,15631,62590,4077,56844
64851,59490,15646,62434,5926,61151
64536,57695,15843,63059,6223,64204
64483,56955,16014,63525,4239,65166
63829,56081,15819,63536,1724,64564
63488,55867,14860,62231,286,63676
63451,55956,14915,60333,154,63028
64180,56314,15145,58538,730,62349
64200,57128,14684,56957,2019,62226
64289,58040,14956,55459,1420,63041
63778,58739,14495,55290,65510,65493
63735,58902,13518,55547,64820,3200
64273,58913,12744,56058,954,5320
63913,57893,12098,57039,2581,5136
63565,57621,11946,58132,2546,2409
63289,56865,11762,60650,1909,64686
63262,57168,11535,63317,2170,62876
63388,58138,11706,401,4233,63511
63960,58756,13158,1873,7217,479
64665,59739,15663,1293,7799,3093
64373,60676,16697,64127,5935,5451
63904,60561,16747,59603,3602,7136
62950,59721,15574,55578,2205,7281
61316,59320,15104,53222,1016,6044
61339,58680,14673,53638,65240,4188
62523,58562,14043,56104,64467,1817
63721,59432,14133,59011,64847,278
63987,60646,14524,60388,928,967
63555,61725,15553,59717,2896,4178
62904,62058,16826,58410,3271,8547
62906,62316,17795,57404,1821,12645
62818,62717,18452,56914,65174,15719
62207,62576,17972,56364,62569,18099
61721,61965,18026,56526,60710,19740
60973,61305,17815,57226,59153,19813
59939,60782,17614,57762,58224,18389
58775,60648,17391,58220,58176,15863
57820,60469,17639,58766,59640,13436
57716,60452,17615,58759,62795,11652
58348,61138,17810,58040,1722,10698
59239,61677,18733,57187,5012,9983
59910,61933,18893,55852,6086,9186
60185,61544,19215,54510,5578,8079
60261,61322,19072,53243,3002,6840
59977,61816,18020,51425,1165,5483
59284,62043,17316,50138,65086,4767
59159,62400,16331,50448,64027,5088
59297,62215,16016,51730,62563,5629
59502,62091,14580,52462,62817,6115
59309,62159,13936,52843,64734,6628
59089,62124,13793,53523,1224,6911
58843,61875,13908,54349,2568,6847
58976,61407,14330,55149,1947,6233
59315,61144,14744,55792,65514,5460
59548,60924,14744,54480,62961,4388
59218,60835,15057,53019,59908,3429
58645,61018,14110,51421,57253,2406
58091,60790,12473,49906,57525,1621
57981,60186,11915,49456,59157,1355
58037,60038,11481,50608,61297,1516
58206,60460,11232,52218,63967,2179
58368,60298,11514,53131,734,2681
58445,60361,12200,53341,2003,2350
58519,59822,12452,53056,1530,793
58202,59809,12649,53400,64607,63695
57832,59963,12057,54165,61597,60835
57880,59835,10947,54690,60023,58713
58138,59505,10053,55683,60314,58132
58573,59437,9273,56717,61943,58845
58940,59148,9055,57867,64832,60454
58974,59352,9113,58980,1985,61894
61117,60301,15966,59334,29,63892
60999,61592,14460,63407,64387,2749
59179,59940,6093,62331,63985,4466
57443,58305,8841,60456,841,3617
56440,57653,8740,62772,1944,948
56708,57187,10242,64257,2807,63641
57388,56869,8804,65422,4977,62038
57704,56897,9029,2284,6243,61393
58430,57146,8188,3903,7703,61078
58499,57149,8350,4555,8866,60602
58733,57744,9078,5739,9223,60094
58858,58429,9683,6828,8744,60258
58787,58691,9773,6662,8202,61352
58353,59002,10500,6359,8582,63130
58139,58710,10636,5810,9357,64456
57850,57879,10977,4956,8452,64525
57863,56635,11116,5115,5914,63868
57714,55854,10813,6697,2987,62723
57744,55550,10579,7781,768,61352
57715,55557,10142,8464,332,61201
57636,55925,10886,8749,804,62062
58027,56273,11573,8219,2205,62914
57992,56632,10719,5315,5570,63185
56885,56365,11304,2148,9791,63017
56172,56017,12653,895,10612,62419
56513,55885,12855,849,7883,61094
56983,55811,12145,478,5977,58743
56933,55346,11941,64935,5533,55958
57142,55250,12043,64609,4582,52993
57285,55617,11623,64637,4245,51140
57756,56100,11048,64119,5544,50890
58441,56336,10538,63774,8298,52066
58581,56379,10449,63407,11635,53985
58725,56577,11392,63276,13536,55781
58996,56627,12139,63465,13026,56776
59619,57070,11883,63930,10775,56799
60042,57771,10437,64725,9389,56275
60227,58121,9618,968,9121,55647
59993,58675,8950,4347,9112,54790
60047,59345,8028,8619,10353,54379
60571,59702,8000,13083,12325,54908
61294,59686,7983,17608,14210,56204
61995,59533,8862,20974,15242,57980
62204,59283,10155,23644,14562,59849
62474,58829,10960,25875,12591,61790
62846,58580,11428,26806,10409,63297
62641,58206,12353,26764,8283,64624
62090,57587,13054,25754,6252,65289
61629,57186,13790,24580,3994,65043
61150,56872,14033,22824,2155,63794
61268,57569,14202,20767,1064,62178
61888,58174,14228,19128,656,61180
62433,58741,14760,17952,296,61291
62607,59400,15339,17114,65105,61979
62550,59492,15430,16239,64551,63192
62663,59330,15337,15612,64382,64517
62946,58888,15619,16648,62992,65212
63160,58421,15394,18086,60591,65346
64201,58850,15053,18530,59011,65249
64134,59225,14333,17659,60193,148
63071,59143,15505,16292,61452,1781
62277,58966,17029,15483,59368,3080
61626,58338,17420,14875,55928,3180
61946,58113,16676,14314,53342,2660
62284,58559,15625,13757,53353,1854
62206,58902,15446,13258,55195,1221
62524,59048,15248,12298,58200,524
62571,59174,16145,11487,60669,65288
61903,59362,16339,11118,61403,64931
61846,60258,17865,11784,59459,65516
62059,60914,18354,12391,56420,1115
62268,61103,16874,12058,54961,2395
61992,60986,16528,13198,54414,3603
61957,60778,16798,14770,54614,5400
61286,60744,17138,14474,56112,6765
60249,60459,17960,13620,58158,7758
59634,60244,17897,12457,59796,8355
59582,59572,18770,10704,60362,8485
59930,58832,19133,8830,60331,7890
60259,58354,19642,6593,59462,6476
60274,57873,20278,3639,57290,4780
60492,58063,20272,65012,55148,4170
60264,58790,19722,61041,54079,4760
59868,59249,18956,57582,53814,6109
59503,59486,18279,55633,54092,7508
58935,59184,17371,54989,55154,8531
58796,58848,16672,54992,56529,8954
58736,58429,16331,55561,57968,8850
59195,57741,16119,56143,59512,8789
59705,57610,16532,55670,60593,8688
60129,57804,17099,53883,60111,8499
60343,58100,17270,51480,58546,8295
60479,58268,17067,48987,56719,8055
60355,58503,16355,47529,55229,7771
59877,58979,15574,47189,54827,7876
59745,59152,15101,47519,55664,8163
59668,59344,14876,47710,57268,8318
59339,59568,14984,47878,58852,8347
59095,59247,14855,48523,59917,8291
58936,58744,14276,49395,60843,7733
58800,58452,13519,50506,62182,6840
58642,58411,13037,52054,63815,6051
58634,58662,12408,53803,545,5654
58772,58620,11942,56327,3937,5675
58965,58763,11996,59373,7750,6484
59425,58968,12618,61240,11160,7260
59208,59206,13843,61314,14062,7758
58930,59087,14705,60109,15266,8104
58432,58794,15002,58282,15312,7761
57810,58194,14682,56611,15161,6383
57783,57256,14094,55712,15958,4419
58285,57733,13519,55344,17881,2543
59017,58602,13639,55031,20775,1736
60105,59767,13973,55819,23345,2388
60335,61047,13753,57621,25122,5071
59948,61902,13378,59004,26235,8583
59342,62132,12858,60411,27407,11830
58899,61316,12274,62479,29070,14637
58812,60426,12407,64335,31227,16201
59390,59068,13286,65192,32767,16935
60037,58870,14150,65018,32767,17478
60214,59518,14949,63910,32642,18106
60002,59993,14967,61910,30259,18927
58656,60389,12763,59864,27754,19589
58738,61553,13575,58692,28055,19467
57347,62326,12576,57982,28034,19042
57173,61922,11859,56597,28792,17934
57407,60586,13468,55799,29454,15918
57340,59778,14556,57227,27935,13187
57453,59966,14395,57767,23280,10874
58104,59879,14026,56421,19458,9397
58868,60537,14154,54366,15888,8518
58609,61870,13710,52676,12362,9048
58027,63579,12942,50993,9829,10549
57248,64200,12058,50255,8931,12595
56681,63678,10636,50629,9102,14644
56853,62766,9681,51748,10027,16276
57031,61193,9941,52814,10967,17207
56581,60129,10420,54499,11372,17733
55767,59838,10972,55264,11646,17858
55183,60105,11455,54783,11496,17281
55374,60602,11445,53057,10907,16720
55457,61934,11639,50979,9357,16537
54982,62569,10834,49317,8216,16955
54776,62089,10335,48322,7707,17909
54967,61941,9690,48007,7548,18568
55200,62847,8935,48064,7330,19248
55111,63390,8291,48612,7745,20992
54453,63551,8277,49227,8436,23132
53357,64054,8633,50197,8230,24937
52230,63799,8407,51838,7220,25872
51551,62866,7737,53215,5915,24976
51047,62040,7728,54031,4489,22519
51452,61630,7178,54134,3235,19450
51746,62444,7295,53405,2620,16490
51682,63746,7683,53311,1761,14586
51391,65003,7606,52931,1581,14096
50760,777,7673,52406,3069,15405
50568,817,7765,51296,5642,17646
